NN,SOORT,GB,PL,LD,JAE,AE,AEN,NP,PD,PU,LO,TY,RM,RW,AW,WD,WU,ME,GN,GT,GG,CON,SA,NNN1,NNN2,NNN3,NNBI,NNTRI,VERL,exp,coorx,coory,comm,year,gbpl
1979345,pm,T,57,19/04/1979,J,11,0,11,0,11,,1,7V84107,7V84108,2+,5/06/1979,9.3,AD,11,17.77727273,16.65454545,0.936844797,PB,,,,,,,,157338,217972,,1979,T57
1979346,pm,T,68,20/04/1979,N,9,0,9,0,9,,1,7V83963,7V83964,1,2/06/1979,10,AD,9,17.16666667,17.56666667,1.023300971,PB,,,,,,,,157452,217989,,1979,T68
1979347,pm,T,76,21/04/1979,J,8,1,7,0,6,,1,7V83962,7V83961,1,3/06/1979,12.15,AD,6,17.425,18.68333333,1.072214252,PB,,,,,,,,157572,218081,,1979,T76
1979348,pm,T,56,21/04/1979,J,9,0,9,0,9,,1,7V84109,7V83946,2+,30/05/1979,16.15,AD,9,17.9,17.01111111,0.950341403,PB,,,,,,,,157299,217972,,1979,T56
1979349,pm,T,12,22/04/1979,J,5,0,5,0,5,,1,7V83936,7V83937,1,2/06/1979,9.35,AD,5,17.74,17.48,0.985343856,PB,,,,,,,,157400,218259,,1979,T12
1979350,pm,T,3,22/04/1979,J,8,0,8,0,7,,1,7V84110,7V83965,2+,5/06/1979,9,AD,7,17.17857143,17.68571429,1.02952183,PB,,1979361,,,,,,157238,218223,,1979,T3
1979352,pm,T,39,25/04/1979,J,8,0,8,0,8,2,1,7V83966,7V83978,2+,3/06/1979,12.3,AD,8,17.98125,18.6375,1.03649635,PB,,1979362,,,,,,157599,218197,,1979,T39
1979353,pm,T,50,27/04/1979,J,11,0,11,0,10,,1,7V84027,7V84028,1,7/06/1979,9.4,AD,10,17.595,16.63,0.945154874,PB,,,,,,,,157277,218061,+1 PUL PC,1979,T50
1979354,pm,T,59,28/04/1979,J,10,0,10,0,7,,1,7V84025,7V84026,1,7/06/1979,10.15,AD,7,17.67142857,17.25714286,0.976556184,PB,,,,,,,,157308,218037,,1979,T59
1979355,pm,T,36,6/05/1979,J,9,0,9,0,9,,9,17V99089,19V55501,1,12/06/1979,17,AD,9,17.68333333,18.04444444,1.020420986,PB,,,,,,,,157510,218246,,1979,T36
1979356,pm,T,74,10/05/1979,J,8,0,8,0,7,,9,17V56658,7V84076,1,11/06/1979,13.55,AD,7,17.37142857,17.3,0.995888158,PB,,,,,,,,157544,218021,,1979,T74
1979357,pm,T,79,11/05/1979,N,11,0,11,0,11,,9,10V20863,19V55625,1,18/06/1979,11.45,AD,11,17.48636364,16.76363636,0.958669093,PB,,,,,,,,157634,218064,,1979,T79
1979358,pm,T,70,28/05/1979,N,7,0,7,1,6,,3,7V84085,7V84086,2+,30/06/1979,11.1,AD,6,17.39166667,14.96666667,0.860565405,PB,1979344,,,,,,,157492,218037,VERVOLGLEGSEL T 72,1979,T70
1979359,pm,T,5,3/06/1979,N,8,1,7,3,3,,2,7V83939,7V83930,2+,7/07/1979,19.3,AD,3,17.21666667,14.4,0.836398838,PB,1979343,,,,,,,157336,218290,2E BROEDSEL T 6,1979,T5
1979360,pm,T,8,6/06/1979,J,8,3,5,1,2,,2,,7V83938,2,10/07/1979,11.2,AD,2,16.85,14.2,0.84272997,PB,1979342,,,,,,,157428,218312,2E BROEDSEL T 8,1979,T8
1979361,pm,T,26,7/06/1979,J,6,2,4,4,0,,2,,7V83965,2+,,,,,,,,PB,1979350,,,,,P,,157294,218137,"P DOOD 11D,2E BROED T 3",1979,T26
1979362,pm,T,41,8/06/1979,N,7,0,7,0,5,,2,7V83966,7V83978,2+,10/07/1979,11.05,AD,5,17.03,16.14,0.947739284,PB,1979352,,,,,,,157575,218147,2E BROEDSEL T 39,1979,T41
1979363,pm,T,53,11/06/1979,N,6,1,5,3,0,,2,,7V83934,1,,,,,,,,PB,1979341,,,,,P,,157257,217969,"P DOOD 12D,2E BROED T 52",1979,T53
1980301,pm,B,A15,16/04/1980,J,10,0,10,0,9,,1,20V61073,20V61072,1+,29/05/1980,15.4,JS,9,17.00666667,17.23333333,1.013328107,PB,,,,,,,,158433,217980,,1980,BA15
1980302,pm,B,17,16/04/1980,J,10,0,10,0,7,4,1,20V61004,7V83904,2,28/05/1980,11,JS,7,16.60285714,16.7,1.005850972,PB,,1980352,,,,,,158370,217817,,1980,B17
1980303,pm,B,76,16/04/1980,J,10,0,10,0,7,,1,20V61048,7V83997,3+,23/05/1980,17.5,JS,7,17.34857143,17.24285714,0.993906456,PB,,1980350,,,,,,158290,218295,,1980,B76
1980304,pm,B,9,17/04/1980,J,11,0,11,0,11,2,1,7V84121,7V83998,2,29/05/1980,13.3,JS,11,17.85454545,17.14545455,0.960285132,PB,,1980357,,,,,,158295,217850,,1980,B9
1980305,pm,B,13,17/04/1980,J,10,0,10,0,8,,1,20V61036,20V61038,1,28/05/1980,12.4,JS,8,17.6925,18.5875,1.050586407,PB,,,,,,,,158346,217907,,1980,B13
1980306,pm,B,A50,18/04/1980,J,9,2,7,0,7,3,1,7V83910,7V84190,1,30/05/1980,8.3,JS,7,17.04571429,17.28571429,1.014079785,PB,,,,,,,,158322,218052,,1980,BA50
1980307,pm,B,19,18/04/1980,J,12,0,12,0,12,,1,20V61014,19V55647,1,29/05/1980,14,JS,12,17.64,16.74166667,0.949074074,PB,,,,,,,,158389,217875,,1980,B19
1980308,pm,B,A11,19/04/1980,J,11,0,11,0,10,,1,,19V55667,1,28/05/1980,15.4,JS,10,17.864,17.16,0.960591133,PB,,1980359,,,,,,158400,217950,,1980,BA11
1980309,pm,B,A53,19/04/1980,J,10,0,10,0,6,1,1,7V84048,20V61076,1,31/05/1980,11.1,JS,6,17.76666667,18.21666667,1.02532833,PB,,1980353,,,,,,158314,218006,,1980,BA53
1980310,pm,B,101,20/04/1980,N,10,2,8,0,5,,1,19V55576,20V61035,1,31/05/1980,9.45,JS,5,17.42,16.82,0.965556831,PB,,,,,,,,158272,218074,,1980,B101
1980311,pm,B,29,20/04/1980,J,10,0,10,0,9,,1,17V56677,17V96085,2,28/05/1980,11.5,JS,9,17.17555556,17.45555556,1.016302238,PB,,,,,,,,158447,217932,,1980,B29
1980312,pm,B,43,20/04/1980,J,10,0,10,0,9,,1,20V61003,7V84168,1,29/05/1980,16.2,JS,9,17.64222222,18.11111111,1.026577655,PB,,1980356,,,,,,158420,218037,,1980,B43
1980313,pm,B,A20,20/04/1980,J,10,0,10,0,10,,1,,20V61695,1,30/05/1980,7.4,JS,10,18.358,17,0.9260268,PB,,1980354,,,,,,158408,218057,,1980,BA20
1980315,pm,B,93,21/04/1980,N,9,0,9,0,9,,1,19V55571,20V61092,2+,30/05/1980,9.2,JS,9,17.51333333,17.42222222,0.994797615,PB,,,,,,,,158265,218129,,1980,B93
1980316,pm,B,91,21/04/1980,N,11,0,11,0,11,,1,7V84247,7V84089,1,31/05/1980,9.1,JS,11,17.44181818,16.22727273,0.930365892,PB,,1980363,,,,,,158342,218146,,1980,B91
1980317,pm,B,A09,21/04/1980,J,10,0,10,0,9,,1,20V61074,20V61075,1,30/05/1980,7.1,JS,9,17.61777778,18.03333333,1.023587286,PB,,1980355,,,,,,158414,217824,,1980,BA09
1980318,pm,B,1,21/04/1980,N,4,0,4,0,3,6,1,,20V61033,1,29/05/1980,13.05,JS,3,17.73333333,18.13333333,1.022556391,PB,,1980351,,,,,,158232,217899,,1980,B1
1980319,pm,B,85,21/04/1980,J,9,0,9,0,9,3,1,7V84248,20V61039,1,1/06/1980,15.25,JS,9,17.73555556,18.96666667,1.06941486,PB,,,,,,,,158273,218206,,1980,B85
1980320,pm,B,61,21/04/1980,J,6,3,3,0,2,9,1,19V55643,19V55573,1,5/06/1980,14.55,JS,2,17.67,17.7,1.001697793,PB,,,,,,,,158472,218266,,1980,B61
1980321,pm,B,A22,21/04/1980,J,10,0,10,0,10,2,1,7V84079,7V83990,1,31/05/1980,14.2,JS,10,17.822,16.75,0.939849624,PB,,1980362,,,,,,158465,218127,,1980,BA22
1980322,pm,B,87,22/04/1980,J,9,1,8,0,7,,1,20V61890,7V84070,1,31/05/1980,8.45,JS,7,17.86857143,16.64285714,0.931403902,PB,,,,,,,,158229,218158,,1980,B87
1980324,pm,B,81,22/04/1980,N,11,0,11,0,11,1,1,7V84124,7V84082,2,31/05/1980,7.4,JS,11,17.56,16.25454545,0.925657486,PB,,,,,,,,158312,218254,,1980,B81
1980325,pm,B,A58,22/04/1980,J,11,0,11,1,9,,1,7V84245,19V55646,1,31/05/1980,11.35,JS,9,17.65777778,18.58888889,1.052730934,PB,,,,,,,,158292,217942,,1980,BA58
1980327,pm,B,3,24/04/1980,J,10,0,10,0,10,,1,19V56272,20V61891,1,3/06/1980,15.25,JS,10,17.492,18.11,1.035330437,PB,,,,,,,,158242,217865,,1980,B3
1980328,pm,B,A21,24/04/1980,J,9,0,9,7,0,,1,,7V84186,1,,,,,,,,PB,,,,,,P,,158437,218051,PULLI DOOD 15 DAGEN,1980,BA21
1980329,pm,B,103,25/04/1980,J,6,0,6,0,6,,1,19V55613,19V55549,2,31/05/1980,9.55,JS,6,18.33,18.53333333,1.011092926,PB,,,,,,,,158233,218031,,1980,B103
1980330,pm,B,68,25/04/1980,N,8,0,8,0,4,,1,20V61889,7V84088,1,31/05/1980,15.1,JS,4,17.855,18.4,1.030523663,PB,,1980361,,,,,,158371,218287,,1980,B68
1980331,pm,B,59,25/04/1980,J,8,0,8,0,7,,1,20V61002,7V84087,1,31/05/1980,14.4,JS,7,17.18857143,17.98571429,1.04637633,PB,,1980358,,,,,,158427,218215,,1980,B59
1980332,pm,B,70,26/04/1980,J,8,0,8,0,7,,1,,20V61888,1,30/05/1980,13.35,JS,7,17.16,17.47142857,1.018148518,PB,,1980360,,,,,,158432,218294,,1980,B70
1980333,pm,B,57,28/04/1980,N,7,1,6,0,4,2,1,16V13950,20V61444,1,4/06/1980,16.1,JS,4,17.325,17.525,1.011544012,PB,,,,,,,,158362,218190,,1980,B57
1980334,pm,B,A17,28/04/1980,N,10,0,10,0,10,1,1,7V84067,21V20281,1,4/06/1980,15.3,JS,10,17.89,19.58,1.094466182,PB,,,,,,,,158406,218030,,1980,BA17
1980335,pm,B,79,28/04/1980,J,7,0,7,0,7,,1,19V55575,20V61046,1,30/05/1980,12.55,JS,7,17.48857143,18.57142857,1.061917987,PB,,,,,,,,158231,218242,,1980,B79
1980336,pm,B,A23,28/04/1980,J,7,0,7,0,5,3,1,,21V20320,1,4/06/1980,18,JS,5,16.452,16.94,1.029662047,PB,,,,,,,,158432,218129,,1980,BA23
1980338,pm,B,A48,29/04/1980,N,10,1,9,0,9,1,1,,7V84237,1,4/06/1980,15.1,JS,9,17.91555556,17.77777778,0.992309601,PB,,,,,,,,158256,218047,,1980,BA48
1980339,pm,B,A33,29/04/1980,N,8,0,8,0,8,,1,,20V61015,1,2/06/1980,9.55,JS,8,17.8175,18,1.010242739,PB,,,,,,,,158386,218297,,1980,BA33
1980340,pm,B,64,30/04/1980,J,8,0,8,0,7,,1,7V84063,21V20307,1,2/06/1980,11.1,JS,7,17.50571429,18.14285714,1.036396279,PB,,,,,,,,158456,218330,,1980,B64
1980341,pm,B,A31,1/05/1980,N,8,0,8,0,7,,1,7V84169,21V20321,1,6/06/1980,11.55,JS,7,17.94857143,18.75714286,1.045049347,PB,,,,,,,,158427,218254,,1980,BA31
1980343,pm,B,A39,5/05/1980,J,10,0,10,0,10,,1,19V55503,19V56259,1,7/06/1980,11.35,JS,10,17.544,16.67,0.950182399,PB,,,,,,,,158297,218234,,1980,BA39
1980345,pm,B,A35,8/05/1980,N,8,0,8,0,8,,1,7V84056,21V20375,1,11/06/1980,9.55,JS,8,17.47,17.375,0.994562106,PB,,,,,,,,158252,218264,,1980,BA35
1980346,pm,B,45,9/05/1980,N,8,0,8,0,8,,1,7V84163,21V20394,2+,11/06/1980,10.2,JS,8,17.4525,18.125,1.038533161,PB,,,,,,,,158447,218077,,1980,B45
1980347,pm,B,A47,10/05/1980,N,8,0,8,0,8,,1,21V20393,20V61027,1,13/06/1980,12.25,JS,8,17.2075,18.1625,1.055499056,PB,,,,,,,,158231,218113,,1980,BA47
1980348,pm,B,37,13/05/1980,N,10,0,10,0,10,,1,20V61034,19V55556,1,17/06/1980,15.15,JS,10,18.104,17.9,0.988731772,PB,,,,,,,,158444,217999,,1980,B37
1980349,pm,B,15,17/05/1980,J,9,0,9,3,4,,3,19V55602,,,20/06/1980,16.5,JS,4,15.96,12.775,0.800438596,PB,1980314,,,,,,,158348,217856,rw=ONGERING; VERVOLGLEGSEL B A06,1980,B15
1980350,pm,B,76,28/05/1980,J,7,0,7,2,4,,2,20V61048,7V83997,3+,3/07/1980,15.3,JS,4,16.97,15.475,0.911903359,PB,1980303,,,,,,,158290,218295,2E BROEDSEL B 76,1980,B76
1980351,pm,B,1,29/05/1980,J,6,0,6,0,5,,2,7V83996,20V61033,1,2/07/1980,9.55,JS,5,17.108,14.78,0.863923311,PB,1980318,,,,,,,158232,217899,2E BROEDSEL B 1,1980,B1
1980352,pm,B,17,30/05/1980,J,8,0,8,0,3,,2,20V61004,7V83904,2,3/07/1980,14.55,JS,3,17.42,14.83333333,0.851511672,PB,1980302,,,,,,,158370,217817,2E BROEDSEL B 17,1980,B17
1980353,pm,B,A56,1/06/1980,N,8,0,8,2,3,,2,7V84048,20V61076,1,7/07/1980,9.25,JS,3,16.54,14.2,0.858524788,PB,1980309,,,,,,,158260,217975,2E BROEDSEL B A53,1980,BA56
1980354,pm,B,A24,2/06/1980,J,7,0,7,1,3,,2,7V83903,20V61695,1,6/07/1980,10.15,JS,3,17.63333333,15.36666667,0.871455577,PB,1980313,,,,,,,158401,218129,2E BROEDSEL B A20,1980,BA24
1980355,pm,B,A09,2/06/1980,J,9,1,8,2,4,,2,20V61074,20V61075,1,6/07/1980,9.45,JS,4,16.605,12.875,0.775368865,PB,1980317,,,,,,,158414,217824,2E BROEDSEL B A09,1980,BA09
1980356,pm,B,43,2/06/1980,N,5,1,4,4,0,,2,20V61003,7V84168,1,,,,,,,,PB,1980312,,,,,P,,158420,218037,"P DOOD 14D,2E BROED B 43",1980,B43
1980357,pm,B,A01,2/06/1980,J,8,0,8,2,3,,2,7V84121,7V83998,2,5/07/1980,10.45,JS,3,17.12,14.36666667,0.839174455,PB,1980304,,,,,,,158291,217884,2E BROEDSEL B 9,1980,BA01
1980358,pm,B,A26,3/06/1980,J,6,0,6,4,2,,2,20V61002,7V84087,1,6/07/1980,10.25,JS,2,17.03,15.65,0.91896653,PB,1980331,,,,,,,158449,218183,2E BROEDSEL B 59,1980,BA26
1980359,pm,B,A14,4/06/1980,N,4,4,0,0,0,,2,,19V55667,1,,,,,,,,PB,1980308,,,,,B,,158394,217973,"EI BRBROED,2E BROED BA11",1980,BA14
1980360,pm,B,A34,4/06/1980,N,6,0,6,3,3,,2,,20V61888,1,6/07/1980,10.4,JS,3,16.54,13.86666667,0.838371624,PB,1980332,,,,,,,158420,218307,2E BROEDSEL B 70,1980,BA34
1980361,pm,B,68,4/06/1980,N,6,0,6,1,3,,2,20V61889,7V84088,1,8/07/1980,9.35,JS,3,17.34666667,14.46666667,0.833973866,PB,1980330,,,,,,,158371,218287,2E BROEDSEL B 68,1980,B68
1980362,pm,B,A22,5/06/1980,N,5,0,5,5,0,,2,,7V83990,1,,,,,,,,PB,1980321,,,,,P,,158465,218127,"P DOOD 4D,2E BROED B A22",1980,BA22
1980363,pm,B,A42,7/06/1980,N,7,0,7,6,0,,2,7V84247,7V84089,1,,,,,,,,PB,1980316,,,,,P,,158291,218151,"P DOOD 15D,2E BROED B 91",1980,BA42
1980364,pm,B,21,9/06/1980,J,5,0,5,0,2,,9,,,,11/07/1980,15.45,JS,2,16.87,13.95,0.826911678,PB,,,,,,,,158423,217912,EXTRA PAAR,1980,B21
1980365,pm,C,BI72,10/04/1980,N,7,0,7,1,5,,1,20V61329,20V61342,2+,14/05/1980,,,,,,,PB,,,,,,,,,,,1980,CBI72
1980366,pm,C,34,18/04/1980,J,9,0,9,0,9,,1,20V61323,20V61324,2+,24/05/1980,9.15,AD,9,17.02222222,16.4,0.963446475,PB,,,,,,,,156951,215368,,1980,C34
1980367,pm,C,74,18/04/1980,J,10,1,9,0,9,,1,7V83913,7V83914,3+,28/05/1980,11.5,AD,9,17.27222222,17.75555556,1.027983274,PB,,,,,,,,157717,215433,,1980,C74
1980368,pm,C,14,18/04/1980,J,8,0,8,0,8,,1,7V84030,7V84075,2,24/05/1980,9.55,AD,8,17.35625,16.8125,0.968671228,PB,,,,,,,,157023,215104,,1980,C14
1980369,pm,C,23,19/04/1980,J,7,1,6,0,5,,1,20V61315,20V61350,1,26/05/1980,15.15,AD,5,18.07,17.32,0.958494743,PB,,,,,,,,157107,215251,,1980,C23
1980370,pm,C,65,19/04/1980,J,9,0,9,0,8,3,1,20V61318,20V61351,1,27/05/1980,10.5,AD,8,17.08125,17.2875,1.012074643,PB,,,,,,,,157500,215465,,1980,C65
1980371,pm,C,4,19/04/1980,N,6,0,6,0,6,,1,20V61307,20V61349,1,25/05/1980,10,AD,6,17.45,16.23333333,0.930276982,PB,,,,,,,,157368,215140,,1980,C4
1980372,pm,C,94,20/04/1980,N,7,0,7,0,7,,1,7V83948,20V61348,1,25/05/1980,10.15,AD,7,17.90714286,16.84285714,0.940566414,PB,,,,,,,,157418,215248,,1980,C94
1980373,pm,C,83,21/04/1980,J,8,0,8,1,3,,1,20V61317,20V61352,2+,29/05/1980,11.1,AD,3,16.4,16.53333333,1.008130081,PB,,1980379,,,,,,157603,215334,,1980,C83
1980374,pm,C,44,22/04/1980,J,8,0,8,0,8,1,1,7V84010,7V84009,2,30/05/1980,10.1,AD,8,17.74375,16.6875,0.940471997,PB,,,,,,,,157044,215288,,1980,C44
1980375,pm,C,88,25/04/1980,N,8,1,7,0,6,2,1,20V61330,20V61421,1,2/06/1980,10,AD,6,17.075,16.53333333,0.968277208,PB,,,,,,,,157531,215273,,1980,C88
1980376,pm,C,24,28/04/1980,J,8,0,8,0,8,1,1,7V84297,7V84296,1,2/06/1980,10.45,AD,8,17.40625,16.8,0.965170557,PB,,,,,,,,157067,215262,,1980,C24
1980377,pm,C,52,28/04/1980,J,8,0,8,0,8,,1,20V61314,20V61316,1,2/06/1980,10.3,AD,8,17.86875,17.3375,0.970269325,PB,,,,,,,,157259,215294,,1980,C52
1980378,pm,C,31,25/05/1980,N,7,0,7,1,3,,9,20V61445,1117093,1,26/06/1980,10,AD,3,17.25,15.4,0.892753623,PB,,,,,,,,156937,215328,,1980,C31
1980379,pm,C,83,2/06/1980,J,6,0,6,2,2,,2,,20V61352,2+,8/07/1980,10.5,AD,2,16.025,14.1,0.879875195,PB,1980373,,,,,,,157603,215334,2E BROEDSEL C 83,1980,C83
1980380,pm,K,B07,19/04/1980,J,11,0,11,0,9,,1,20V61839,20V61025,1,29/05/1980,8.2,JS,9,17.69333333,17.67777778,0.999120824,PB,,1980390,,,,,,,,,1980,KB07
1980381,pm,K,B15,19/04/1980,J,9,0,9,0,7,2,1,,20V61838,1,29/05/1980,9,JS,7,17.68285714,18.22857143,1.030861205,PB,,1980388,,,,,,,,,1980,KB15
1980382,pm,K,B06,20/04/1980,N,7,0,7,0,7,7,1,16V14137,16V14099,1,30/05/1980,7.1,JS,7,17.98,18.57142857,1.032893691,PB,,,,,,,,,,,1980,KB06
1980383,pm,K,B13,21/04/1980,N,11,0,11,0,10,1,1,20V61840,7V84068,1,30/05/1980,10.4,JS,10,17.704,17.19,0.970967013,PB,,1980387,,,,,,,,,1980,KB13
1980384,pm,K,B09,25/04/1980,J,8,0,8,0,8,,1,20V61842,20V61841,1,31/05/1980,12.25,JS,8,17.8575,17.525,0.981380372,PB,,1980389,,,,,,,,,1980,KB09
1980387,pm,K,B11,29/05/1980,N,0,0,0,0,0,,2,,7V84068,1,,,,,,,,PB,1980383,,,,,BZ,,,,"GEROOFD,2E BROED K B13",1980,KB11
1980388,pm,K,B15,31/05/1980,N,6,0,6,0,6,,2,,20V61838,1,3/07/1980,15.5,JS,6,17.60333333,18.05,1.025373982,PB,1980381,,,,,,,,,2E BROEDSEL K B15,1980,KB15
1980389,pm,K,B09,6/06/1980,N,6,0,6,0,4,,2,,20V61841,1,6/07/1980,10.5,JS,4,17.215,15.025,0.872785362,PB,1980384,,,,,,,,,2E BROEDSEL K B09,1980,KB09
1980390,pm,K,B07,8/06/1980,N,3,1,2,0,2,,2,,20V61025,1,6/07/1980,11,JS,2,17.57,16.4,0.93340922,PB,1980380,,,,,,,,,2E BROEDSEL K B07,1980,KB07
1980391,pm,L,15,15/04/1980,N,10,0,10,0,8,,1,16V13926,20V61049,1,22/05/1980,15.1,JS,8,17.3125,16.95,0.979061372,PB,,,,,,,,157043,217759,,1980,L15
1980392,pm,L,11,15/04/1980,J,9,0,9,0,5,,1,16V13870,20V61047,1,22/05/1980,14.5,JS,5,17.138,18.24,1.064301552,PB,,1980406,,,,,,157073,217814,,1980,L11
1980393,pm,L,48,16/04/1980,J,9,0,9,0,9,,1,16V13949,7V83964,2,28/05/1980,19.2,JS,9,17.08444444,18.85555556,1.103668054,PB,,,,,,,,157420,217829,,1980,L48
1980394,pm,L,19,16/04/1980,J,9,0,9,0,9,,1,20V61052,16V13861,2+,26/05/1980,13.15,JS,9,17.39555556,18.03333333,1.03666326,PB,,,,,,,,156954,217746,,1980,L19
1980395,pm,L,20,17/04/1980,J,11,0,11,0,11,,1,20V61093,20V61357,1,28/05/1980,8,JS,11,17.42545455,17.2,0.98706177,PB,,,,,,,,156932,217716,,1980,L20
1980396,pm,L,41,18/04/1980,J,11,0,11,0,11,,1,7V84107,7V84108,3+,31/05/1980,6.3,JS,11,17.62545455,16.32727273,0.926346194,PB,,,,,,,,157352,217908,,1980,L41
1980397,pm,L,2,18/04/1980,N,11,0,11,0,10,,1,7V84109,7V83946,3+,25/05/1980,18.2,JS,10,17.836,18.87,1.05797264,PB,,,,,,,,157269,217901,,1980,L2
1980398,pm,L,51,18/04/1980,J,10,0,10,0,8,,1,20V61050,20V61051,2+,24/05/1980,15.15,JS,8,16.80625,16.3625,0.973596132,PB,,,,,,,,157340,217762,,1980,L51
1980399,pm,L,26,18/04/1980,J,11,0,11,0,10,,1,20V61053,7V84015,1,28/05/1980,8.3,JS,10,17.17,16.54,0.963308096,PB,,,,,,,,157092,217697,,1980,L26
1980400,pm,L,34,20/04/1980,N,9,0,9,0,9,,1,20V61354,20V61106,1,28/05/1980,9,JS,9,17.41777778,17.98888889,1.032788977,PB,,,,,,,,157345,217804,,1980,L34
1980401,pm,L,10,20/04/1980,J,10,0,10,0,9,,1,20V61042,20V61040,1,28/05/1980,7.3,JS,9,18.25444444,18.21111111,0.997626149,PB,,,,,,,,157110,217801,,1980,L10
1980402,pm,L,31,20/04/1980,J,9,0,9,0,9,,1,20V61355,20V61356,1,26/05/1980,19.35,JS,9,17.81555556,18.17777778,1.020331795,PB,,,,,,,,157203,217764,,1980,L31
1980403,pm,L,37,22/04/1980,J,8,0,8,0,6,,1,19V55609,20V61353,1,29/05/1980,19.4,JS,6,17.28,17.55,1.015625,PB,,,,,,,,157349,217863,,1980,L37
1980404,pm,L,43,24/04/1980,N,12,0,12,0,12,,1,16V13888,13V94285,1,2/06/1980,16,JS,12,17.39166667,15.90833333,0.91471011,PB,,,,,,,,157429,217882,,1980,L43
1980405,pm,L,36,25/04/1980,N,8,0,8,0,8,,1,20V61999,20V61998,2+,31/05/1980,17.4,JS,8,18.0375,17.6125,0.976437976,PB,,,,,,,,157387,217848,,1980,L36
1980406,pm,L,14,28/05/1980,J,7,0,7,1,5,,2,16V13870,20V61047,1,1/07/1980,14.4,JS,5,17.916,15.94,0.889707524,PB,1980392,,,,,,,157076,217753,2E BROEDSEL L 11,1980,L14
1980407,pm,T,55,14/04/1980,N,11,0,11,0,10,,1,20V61019,7V83934,2,27/05/1980,15,JS,10,17.812,18.16,1.019537391,PB,,,,,,,,157271,218005,,1980,T55
1980408,pm,T,28,15/04/1980,N,11,0,11,0,8,,1,7V84027,7V84257,1,23/05/1980,18.4,JS,8,17.1925,17.875,1.039697543,PB,,,,,,,,157204,218081,,1980,T28
1980409,pm,T,27,15/04/1980,N,9,0,9,0,9,,1,7V84110,20V61018,1,25/05/1980,19.5,JS,9,16.98111111,18.16666667,1.069816136,PB,,,,,,,,157251,218109,,1980,T27
1980410,pm,T,80,16/04/1980,J,11,1,10,0,10,,1,17V56658,20V61054,1,26/05/1980,16.5,JS,10,16.94,16.18,0.955135773,PB,,,,,,,,157641,218031,,1980,T80
1980411,pm,T,7,16/04/1980,J,5,0,5,0,4,3,1,20V61096,20V61094,1,30/05/1980,19.2,JS,4,17.535,18.1,1.032221272,PB,,1980441,,,,,,157400,218343,,1980,T7
1980412,pm,T,76,17/04/1980,J,9,0,9,0,8,,1,7V83962,7V83961,2,27/05/1980,14.3,JS,8,17.0425,18.225,1.06938536,PB,,,,,,,,157572,218081,,1980,T76
1980413,pm,T,78,18/04/1980,J,10,0,10,0,10,,1,20V61006,20V61097,1,27/05/1980,14.1,JS,10,17.636,18.31,1.038217283,PB,,,,,,,,157622,218121,,1980,T78
1980414,pm,T,57,18/04/1980,J,9,0,9,0,9,,1,20V61058,7V84261,1,26/05/1980,17.5,JS,9,17.38888889,16.61111111,0.955271565,PB,,,,,,,,157338,217972,,1980,T57
1980415,pm,T,30,18/04/1980,N,11,0,11,0,11,2,1,7V84025,7V84026,2,30/05/1980,16,JS,11,17.35454545,17.62727273,1.015715034,PB,,,,,,,,157267,218088,,1980,T30
1980416,pm,T,17,18/04/1980,N,9,0,9,0,9,4,1,7V84260,7V83937,2,25/05/1980,19.2,JS,9,17.43111111,17.44444444,1.000764916,PB,,1980443,,,,,,157224,218160,,1980,T17
1980417,pm,T,47,18/04/1980,N,13,0,13,0,13,1,1,13V94282,16V13923,1,31/05/1980,16.25,JS,13,17.79846154,17.66923077,0.992739217,PB,,,,,,,,157410,218100,,1980,T47
1980418,pm,T,73,19/04/1980,J,9,0,9,0,3,,1,7V84085,7V84086,3+,30/05/1980,11.55,JS,3,17.28666667,17.9,1.035480139,PB,,,,,,,,157536,218057,,1980,T73
1980419,pm,T,40,19/04/1980,J,10,0,10,0,10,2,1,7V84238,7V83978,3+,30/05/1980,11.25,JS,10,17.766,18.06,1.016548463,PB,,1980442,,,,,,157623,218162,,1980,T40
1980420,pm,T,6,19/04/1980,J,9,0,9,0,8,3,1,7V83939,7V83930,3+,27/05/1980,13.45,JS,8,16.76625,16.7875,1.001267427,PB,,1980440,,,,,,157371,218325,,1980,T6
1980421,pm,T,63,19/04/1980,N,10,2,8,0,8,,1,16V13868,16V13776,1,30/05/1980,18.15,JS,8,17.7225,17.0875,0.964169841,PB,,1980444,,,,,,157404,217979,,1980,T63
1980422,pm,T,75,19/04/1980,J,11,0,11,0,11,1,1,20V61098,20V61100,1,31/05/1980,15.4,JS,11,17.21090909,18.6,1.080709909,PB,,,,,,,,157591,218025,,1980,T75
1980424,pm,T,23,19/04/1980,J,8,0,8,0,6,4,1,20V61007,7V83938,3,30/05/1980,19.05,JS,6,16.72,17.68333333,1.05761563,PB,,1980439,,,,,,157367,218232,,1980,T23
1980425,pm,T,8,20/04/1980,J,8,0,8,0,8,,1,20V61056,20V61057,1,26/05/1980,15.2,JS,8,17.5125,18.3875,1.049964311,PB,,,,,,,,157428,218312,,1980,T8
1980427,pm,T,10,22/04/1980,N,9,1,8,0,8,,1,20V61055,20V61009,1,30/05/1980,15,JS,8,17.595,17.9625,1.020886616,PB,,1980445,,,,,,157454,218249,,1980,T10
