NN,SOORT,GB,PL,LD,JAE,AE,AEN,NP,PD,PU,LO,TY,RM,RW,AW,WD,WU,ME,GN,GT,GG,CON,SA,NNN1,NNN2,NNN3,NNBI,NNTRI,VERL,exp,coorx,coory,comm,year,gbpl
1993012,pc,B,44,14/04/1993,J,10,0,10,0,9,,1,4488104,4488103,1,24/05/1993,11.3,WP,9,14.25555556,12.18888889,0.85502728,PB,,,,,,,,158449,218028,,1993,B44
1993013,pc,B,63,14/04/1993,J,11,0,11,0,9,,1,4488108,4488106,2+,23/05/1993,12.2,WP,9,14.33333333,11.44444444,0.798449612,PB,,,,,,,,158480,218328,,1993,B63
1993014,pc,B,17,14/04/1993,N,11,0,11,0,11,,1,4488102,4488101,1,24/05/1993,12.3,WP,11,14.97272727,11.73636364,0.783849423,PB,,,,,,,,158370,217817,,1993,B17
1993015,pc,B,71,15/04/1993,J,9,0,9,0,8,,1,4151277,3628963,1,22/05/1993,12,AD,8,14.9975,11.0125,0.734289048,PB,,,,,,,,158432,218324,,1993,B71
1993016,pc,B,52,15/04/1993,N,12,2,10,0,5,3,1,3029641,3027366,5+,30/05/1993,10.2,WP,5,14.54,11.52,0.792297111,PB,,,,,,,,158460,218112,,1993,B52
1993017,pc,B,6,15/04/1993,J,14,0,14,0,14,,1,3028356,4488122,1,26/05/1993,11.4,WP,14,14.27857143,10.61428571,0.743371686,PB,,,,,,,,158265,217906,,1993,B6
1993018,pc,B,55,15/04/1993,N,10,0,10,0,9,,1,,4488107,1,22/05/1993,11.4,AD,9,14.74111111,10.75555556,0.729629909,PB,,,,,,,,158410,218142,,1993,B55
1993019,pc,B,112,15/04/1993,J,12,0,12,0,12,,1,4488120,4488121,1,25/05/1993,14.2,WP,12,14.42916667,11.54166667,0.799884493,PB,,,,,,,,158278,217954,,1993,B112
1993020,pc,B,61,16/04/1993,N,9,0,9,0,8,,1,4488109,4488110,1,24/05/1993,10.5,WP,8,15.21875,11.425,0.750718686,PB,,,,,,,,158472,218266,,1993,B61
1993021,pc,B,69,16/04/1993,J,9,0,9,0,9,,1,,4488111,1,22/05/1993,12.2,AD,9,15.01111111,12.06666667,0.803849001,PB,,,,,,,,158409,218290,,1993,B69
1993023,pc,B,A43,19/04/1993,J,13,0,13,0,,,1,3029978,4488145,1,,,,,,,,PB,,,,,,,,158250,218147,P NIET GERINGD AANTAL ?,1993,BA43
1993024,pc,B,77,20/04/1993,J,8,0,8,0,8,,1,4488124,4488123,1,26/05/1993,16.2,WP,8,14.45,12.7875,0.884948097,PB,,,,,,,,158266,218282,,1993,B77
1993025,pc,B,46,21/04/1993,J,8,0,8,0,8,,1,,4488143,1,27/05/1993,12.5,WP,8,14.23125,10.075,0.707949056,PB,,,,,,,,158424,218078,,1993,B46
1993026,pc,B,88,21/04/1993,J,12,12,0,0,0,,1,,3628958,1,,,,,,,,PB,,,,,,B,,158272,218156,"EI BEBROED,KAST VAN BOOM",1993,B88
1993027,pc,B,73,26/04/1993,J,10,0,10,0,7,,1,,4488198,1,4/06/1993,9.25,WP,7,13.90714286,10.01428571,0.720082178,PB,,,,,,,,158378,218313,,1993,B73
1993028,pc,B,48,5/05/1993,N,6,0,6,0,6,,3,3029642,,,4/06/1993,14,WP,6,14.75833333,11.66666667,0.790513834,PB,1993010,,,,,,,158364,218078,rw=ONGERING; VERVOLGLEGSEL B 56,1993,B48
1993029,pc,C,12,30/03/1993,J,9,0,9,0,5,1,1,4151593,4151690,1,11/05/1993,12,BK,5,15.08,11.8,0.782493369,PB,,,,,,,,157166,215115,,1993,C12
1993030,pc,C,71,3/04/1993,J,12,0,12,0,11,,1,3027986,3029237,2,14/05/1993,9.3,BK,11,14.04545455,9.745454545,0.693851133,PB,,,,,,,,157601,215434,,1993,C71
1993031,pc,C,18,3/04/1993,N,15,0,15,0,13,,1,4151677,4151699,1,18/05/1993,9.15,AD,13,14.54153846,10.16153846,0.698793906,PB,,,,,,,,157117,215184,,1993,C18
1993032,pc,C,75,3/04/1993,N,13,0,13,0,13,,1,3027252,4151688,1,14/05/1993,10.3,BK,13,14.59230769,10.41538462,0.713758566,PB,,,,,,,,157717,215408,,1993,C75
1993033,pc,C,10,4/04/1993,J,11,0,11,10,0,,1,4151545,4152543,1,16/05/1993,,,,,,,PB,,,,,,P,,157248,215144,PULLI DOOD 14 DAGEN,1993,C10
1993034,pc,C,19,4/04/1993,N,12,0,12,0,12,,1,4152546,4152501,1,16/05/1993,13.05,WP,12,14.8875,11.16666667,0.750069969,PB,,,,,,,,157153,215200,,1993,C19
1993035,pc,C,A24,5/04/1993,J,12,0,12,0,12,,1,4151667,4151694,1,14/05/1993,11,BK,12,15.09583333,10.225,0.677339222,PB,,,,,,,,157211,215307,,1993,CA24
1993036,pc,C,90,5/04/1993,J,13,13,0,0,0,,1,3029231,,,,,,,,,,PB,,1993076,,,,B,,157488,215196,EI BEBROED,1993,C90
1993037,pc,C,37,5/04/1993,J,12,0,12,0,5,,1,3027744,3027764,3,18/05/1993,10.3,AD,5,14.694,10.82,0.736354975,PB,,,,1993061,1993064,,,157009,215381,"TRIGAAM C 38,C 40",1993,C37
1993038,pc,C,51,6/04/1993,J,14,0,14,14,0,,1,3027800,2019875,7,,,,,,,,PB,,,,,,P,,157262,215329,PULLI DOOD 2 DAGEN,1993,C51
1993039,pc,C,73,6/04/1993,N,12,0,12,0,12,,1,4152544,4151638,1,14/05/1993,10,BK,12,14.95833333,10.24166667,0.684679666,PB,,,,1993077,,,,157713,215469,BIGAAM C 74,1993,C73
1993040,pc,C,11,6/04/1993,N,11,0,11,0,9,,1,3027752,3029253,2,16/05/1993,13.25,WP,9,13.97222222,11.03333333,0.789662028,PB,,,,,,,,157209,215142,,1993,C11
1993041,pc,C,91,6/04/1993,N,11,0,11,0,11,,1,4151668,4151689,1,16/05/1993,13.55,WP,11,13.72272727,10.35454545,0.754554488,PB,,,,,,,,157462,215178,,1993,C91
1993042,pc,C,96,6/04/1993,J,11,11,0,0,0,,1,4151524,4152542,1,,,,,,,,PB,,,,1993074,,K,,157450,215288,"EI KOUD,BIGAAM C A49",1993,C96
1993043,pc,C,66,6/04/1993,J,14,0,14,0,13,,1,4151557,4152545,1,17/05/1993,11,BK,13,14.77307692,11.14615385,0.754491018,PB,,,,,,,,157551,215470,,1993,C66
1993044,pc,C,42,7/04/1993,J,10,0,10,0,8,,1,3029255,3027213,4,16/05/1993,10.45,WP,8,14.85625,10.775,0.725283971,PB,,,,,,,,156995,215302,,1993,C42
1993045,pc,C,46,7/04/1993,N,12,0,12,0,12,,1,3029221,3029258,2,16/05/1993,11.45,WP,12,14.59583333,9.675,0.662860405,PB,,,,,,,,157075,215326,,1993,C46
1993046,pc,C,29,7/04/1993,J,12,0,12,0,12,,1,4152541,4152539,1,18/05/1993,9.45,AD,12,14.75916667,11.28333333,0.764496641,PB,,,,,,,,156970,215261,,1993,C29
1993047,pc,C,86,7/04/1993,J,11,0,11,0,10,,1,3029298,4152548,1,17/05/1993,10,BK,10,14.09,10.92,0.775017743,PB,,,,,,,,157498,215311,,1993,C86
1993048,pc,C,63,8/04/1993,J,10,0,10,1,8,,1,3027721,4151678,2+,19/05/1993,9.05,AD,8,14.51,10.425,0.718470021,PB,,,,,,,,157440,215467,,1993,C63
1993049,pc,C,33,8/04/1993,N,12,0,12,0,10,,1,3027753,3027219,5+,18/05/1993,10.15,AD,10,14.536,9.98,0.686571271,PB,,,,,,,,156934,215362,,1993,C33
1993050,pc,C,49,8/04/1993,N,13,0,13,0,10,,1,3029256,4151676,1,19/05/1993,8.45,AD,10,15.155,10.44,0.688881557,PB,,,,,,,,157192,215354,,1993,C49
1993051,pc,C,21,8/04/1993,N,12,0,12,0,12,,1,3027788,4152508,1,18/05/1993,10.45,AD,10,14.648,10.41,0.710677226,PB,,,,,,,,157136,215311,,1993,C21
1993052,pc,C,85,8/04/1993,N,11,0,11,0,11,,1,4151520,3029265,3+,17/05/1993,9.3,BK,11,14.7,10.59090909,0.720470006,PB,,,,,,,,157537,215320,,1993,C85
1993053,pc,C,A42,9/04/1993,J,8,0,8,0,7,,1,3029264,3029261,2,17/05/1993,10.3,BK,7,15.49285714,10.18571429,0.657445828,PB,,,,,,,,157643,215329,,1993,CA42
1993054,pc,C,59,9/04/1993,N,13,0,13,0,13,,1,4152549,4152550,1,18/05/1993,11.15,AD,13,14.69846154,11.28461538,0.76774126,PB,,,,,,,,157400,215395,,1993,C59
1993055,pc,C,24,9/04/1993,J,10,0,10,0,10,,1,4151577,4152511,1,16/05/1993,12.1,WP,10,14.355,10.65,0.741901776,PB,,,,,,,,157067,215262,,1993,C24
1993056,pc,C,16,9/04/1993,N,10,0,10,0,9,,1,4151674,4152540,1,16/05/1993,12.3,WP,9,14.06111111,11,0.782299486,PB,,,,,,,,157058,215135,,1993,C16
1993057,pc,C,A41,10/04/1993,J,10,0,10,0,10,,1,4151679,4152547,1,18/05/1993,11.45,AD,10,15.263,11.01,0.72135229,PB,,,,,,,,157602,215396,,1993,CA41
1993058,pc,C,97,10/04/1993,J,12,0,12,7,0,,1,3027810,3027685,3,,,,,,,,PB,,,,1993068,,P,,157448,215335,"P + 10D,VAN BOOM,BIG C64",1993,C97
1993059,pc,C,83,10/04/1993,J,11,3,8,8,0,,1,4152538,4152537,1,,,,,,,,PB,,,,,,P,,157603,215334,PULLI DOOD 2 DAGEN,1993,C83
1993060,pc,C,27,10/04/1993,J,10,0,10,0,8,,1,3027919,3847739,1,16/05/1993,11.05,WP,8,14.9375,10.8625,0.727196653,PB,,,,,,,,156993,215180,,1993,C27
1993061,pc,C,40,10/04/1993,N,10,0,10,9,0,,1,3027744,3029249,2,,,,,,,,PB,,,,1993037,1993064,P,,157033,215329,"P DOOD 10D,TRIG C 37,C38",1993,C40
1993062,pc,C,23,11/04/1993,N,12,1,11,7,4,,1,4152519,4152513,1,19/05/1993,9.3,AD,4,14.4875,11.15,0.769628991,PB,,,,,,,,157107,215251,,1993,C23
1993063,pc,C,56,11/04/1993,N,12,0,12,0,12,,1,4151693,4151489,1,22/05/1993,8.45,AD,12,14.86666667,10.325,0.694506726,PB,,,,,,,,157357,215259,,1993,C56
1993064,pc,C,38,11/04/1993,J,8,3,5,0,5,,1,3027744,3029234,2,16/05/1993,11.2,WP,5,14.96,11.18,0.747326203,PB,,,,1993037,1993061,,,157052,215342,"TRIGAAM C 37,C 40",1993,C38
1993065,pc,C,54,14/04/1993,N,10,0,10,0,10,,1,4151631,4151460,2,23/05/1993,11.3,AD,10,14.806,10.4,0.702417939,PB,,,,,,,,157307,215270,,1993,C54
1993066,pc,C,2,15/04/1993,N,9,0,9,0,8,1,1,3028000,4151691,1,23/05/1993,10.45,AD,8,14.68125,10.6375,0.724563644,PB,,,,,,,,157388,215183,,1993,C2
1993067,pc,C,93,15/04/1993,N,9,0,9,2,7,1,1,3027812,3029232,2,23/05/1993,11.5,AD,7,14.85142857,11.64285714,0.783955367,PB,,,,,,,,157377,215233,,1993,C93
1993068,pc,C,64,15/04/1993,J,10,0,10,0,8,,1,3027810,4152844,1,23/05/1993,12.05,AD,8,14.59,10.475,0.717957505,PB,,,,1993058,,,,157473,215435,BIGAAM C 97,1993,C64
1993070,pc,C,A04,16/04/1993,N,9,0,9,1,8,,1,4151700,4152811,1,23/05/1993,11.05,AD,7,14.72571429,10.78571429,0.732440823,PB,,,,,,,,157216,215223,,1993,CA04
1993071,pc,C,A09,16/04/1993,N,9,0,9,0,9,,1,4151439,4152532,1,22/05/1993,9.15,AD,9,14.95555556,10.53333333,0.704309064,PB,,,,,,,,157058,215086,,1993,CA09
1993072,pc,C,72,16/04/1993,N,9,0,9,2,7,,1,4152843,4152866,1,23/05/1993,12.3,AD,7,14.98714286,11.62857143,0.775903155,PB,,,,,,,,157681,215465,,1993,C72
1993073,pc,C,52,17/04/1993,N,8,0,8,0,7,,1,4151697,4151666,1,23/05/1993,11.15,AD,6,14.91666667,11.6,0.777653631,PB,,,,,,,,157259,215294,,1993,C52
1993074,pc,C,A49,20/04/1993,J,10,2,8,3,5,,1,4151524,4151525,1,29/05/1993,11.3,AD,5,14.798,10.48,0.708203811,PB,,,,1993042,,,,157451,215237,BIGAAM C 96,1993,CA49
1993075,pc,C,50,21/04/1993,N,6,1,5,0,4,5,1,4151698,4151590,1,29/05/1993,12.1,AD,4,15.34,10.85,0.707301173,PB,,,,,,,,157238,215355,,1993,C50
1993076,pc,C,89,23/04/1993,N,11,1,10,0,9,,3,3029231,4151572,1,28/05/1993,14.05,FF,9,14.67222222,10.81111111,0.736842105,PB,1993036,,,,,,,157508,215229,VERVOLGLEGSEL C 90,1993,C89
1993077,pc,C,74,25/04/1993,J,10,0,10,1,5,,1,4152544,3026095,4,29/05/1993,11.45,AD,4,14.6675,9.175,0.62553264,PB,,,,1993039,,,,157717,215433,BIGAAM C 73,1993,C74
1993078,pc,K,C09,24/04/1993,J,9,0,9,0,9,,1,4151791,4151790,1,28/05/1993,11.4,FF,9,14.68888889,12.18888889,0.829803328,PB,,,,,,,,,,,1993,KC09
1993080,pc,T,52,2/04/1993,J,12,0,12,0,11,,1,4151244,3026295,4,12/05/1993,14.25,FF,11,15.35909091,11.35454545,0.739271974,PB,,,,,,,,157220,217995,,1993,T52
1993081,pc,T,B12,6/04/1993,N,13,0,13,0,10,,1,3028525,2585000,4,14/05/1993,10.3,FF,10,15.365,10.32,0.671656362,PB,,,,1993090,,,,,,BIGAAM T B22,1993,TB12
1993082,pc,T,B20,10/04/1993,J,11,0,11,0,10,,1,3026936,4151097,1,20/05/1993,15.05,FF,10,15.93,12.27,0.770244821,PB,,,,,,,,,,,1993,TB20
1993083,pc,T,B29,11/04/1993,N,9,0,9,0,9,,1,4151096,4151095,1,18/05/1993,16,FF,9,15.58333333,11.46666667,0.735828877,PB,,,,1993089,,,,,,BIGAAM T B30,1993,TB29
1993084,pc,T,B07,11/04/1993,N,10,0,10,0,10,,1,2844060,4151098,1,19/05/1993,14,FF,10,14.4,11,0.763888889,PB,,,,,,,,,,,1993,TB07
1993085,pc,T,75,11/04/1993,J,11,0,11,0,11,,1,3430472,4151184,1,20/05/1993,11.35,FF,11,14.84545455,11.20909091,0.755052051,PB,,,,,,,,157591,218025,,1993,T75
1993087,pc,T,B59,12/04/1993,N,10,1,9,0,9,,1,4151093,4151094,1,19/05/1993,14.55,FF,9,15.7,11.48888889,0.731776362,PB,,,,,,,,,,,1993,TB59
1993088,pc,T,B55,12/04/1993,J,13,2,11,0,7,,1,2634039,2844214,3,22/05/1993,10.45,FF,7,15.50714286,11.51428571,0.74251497,PB,,,,,,,,,,,1993,TB55
1993089,pc,T,B30,14/04/1993,J,11,0,11,0,11,,1,4151096,3029579,3,22/05/1993,11.2,FF,11,15.26363636,11.35454545,0.743895176,PB,,,,1993083,,,,,,BIGAAM T B29,1993,TB30
1993090,pc,T,B22,14/04/1993,J,11,0,11,0,11,,1,3028525,4151100,1,22/05/1993,11.55,FF,11,15.42727273,11.29090909,0.731879788,PB,,,,1993081,,,,,,BIGAAM T B12,1993,TB22
1993091,pc,T,B24,17/04/1993,J,9,1,8,0,6,,1,4151219,4151185,1,25/05/1993,14.1,FF,6,15.1,11.96666667,0.792494481,PB,,,,1993100,,,,,,"1 EI KLEIN,BIGAAM T A16",1993,TB24
1993092,pc,T,10,17/04/1993,J,12,0,12,0,12,,1,4151249,4151197,1,25/05/1993,11.2,FF,12,14.35416667,9.708333333,0.676342525,PB,,,,1993096,,,,157454,218249,BIGAAM T B52,1993,T10
1993093,pc,T,74,18/04/1993,J,10,0,10,0,10,,1,4151665,4151195,1,23/05/1993,14.25,FF,10,15.42,12.04,0.78080415,PB,,,,,,,,157544,218021,,1993,T74
1993094,pc,T,B45,19/04/1993,J,10,0,10,0,8,1,1,4151198,4151196,1,26/05/1993,9.45,FF,8,14.91875,11.15,0.747381651,PB,,,,,,,,,,,1993,TB45
1993096,pc,T,B52,21/04/1993,J,10,0,10,0,9,,1,4151249,4151200,1,28/05/1993,10.25,FF,9,14.65555556,10.27777778,0.701288855,PB,,,,1993092,,,,,,BIGAAM T 10,1993,TB52
1993097,pc,T,63,22/04/1993,N,6,0,6,0,6,,1,,4151199,1,26/05/1993,10,FF,5,14.59,11.04,0.756682659,PB,,,,,,,,157404,217979,,1993,T63
1993099,pc,T,B02,28/04/1993,J,9,0,9,0,9,,1,2199463,4151798,2+,31/05/1993,10,AD,9,15.44888889,10.92222222,0.706990794,PB,,,,,,,,,,,1993,TB02
1993100,pc,T,A16,6/05/1993,N,8,0,8,5,0,1,3,4151219,3029376,3,,,,,,,,PB,1993095,,,1993091,,P,,157349,218210,"P+14D,VLLTB03,BIGAAMTB24",1993,TA16
1993101,pc,T,B43,9/05/1993,N,7,0,7,2,3,,3,,4151800,1,9/06/1993,10.55,FF,3,15.16666667,10.43333333,0.687912088,PB,1993086,,,,,,,,,VERVOLGLEGSEL T B41,1993,TB43
1993201,pc,KB,KB93N,4/04/1993,N,10,0,10,0,10,,1,,,,5/05/1993,11,MW,10,,,,FR,,,,,,,,,,TOEVMW93,1993,KBKB93N
1993202,pc,KB,KB93O,4/04/1993,N,10,0,10,0,10,,1,,,,5/05/1993,11,MW,10,,,,FR,,,,,,,,,,TOEVMW93,1993,KBKB93O
1993203,pc,KB,KB93U,10/04/1993,N,10,0,10,0,10,,1,,,,14/05/1993,11,MW,10,,,,FR,,,,,,,,,,TOEVMW93,1993,KBKB93U
1993204,pc,KB,KB93V,10/04/1993,N,10,0,10,0,10,,1,,,,14/05/1993,11,MW,10,,,,FR,,,,,,,,,,TOEVMW93,1993,KBKB93V
1993205,pc,KB,KB93H,11/04/1993,N,9,0,9,0,9,,1,,,,14/05/1993,11,MW,6,,,,FR,,,,,,,,,,TOEVMW93,1993,KBKB93H
1993206,pc,KB,KB93I,11/04/1993,N,9,0,9,0,9,,1,,,,14/05/1993,11,MW,7,,,,FR,,,,,,,,,,TOEVMW93,1993,KBKB93I
1993207,pc,KB,KB93J,12/04/1993,N,8,0,8,0,8,,1,,,,14/05/1993,11,MW,7,,,,FR,,,,,,,,,,TOEVMW93,1993,KBKB93J
1993208,pc,KB,KB93K,12/04/1993,N,8,0,8,0,8,,1,,,,14/05/1993,11,MW,6,,,,FR,,,,,,,,,,TOEVMW93,1993,KBKB93K
1993209,pc,KB,KB93G,12/04/1993,N,8,0,8,0,8,,1,,,,14/05/1993,11,MW,7,,,,FR,,,,,,,,,,TOEVMW93,1993,KBKB93G
1993210,pc,KB,KB93X,24/04/1993,N,7,0,7,0,7,,1,,,,25/05/1993,11,MW,7,,,,FR,,,,,,,,,,TOEVMW93,1993,KBKB93X
1993211,pc,KB,KB93Y,26/04/1993,N,5,0,5,0,5,,1,,,,25/05/1993,11,MW,5,,,,FR,,,,,,,,,,TOEVMW93,1993,KBKB93Y
1993212,pc,KB,KB93AA,2/05/1993,N,6,0,6,0,6,,1,,,,1/06/1993,11,MW,6,,,,FR,,,,,,,,,,TOEVMW93,1993,KBKB93AA
1993213,pc,LO,LO93H,8/04/1993,N,12,0,12,0,12,,1,,,,14/05/1993,11,MW,9,,,,FR,,,,,,,,,,TOEVMW93,1993,LOLO93H
1993214,pc,LO,LO93G,9/04/1993,N,11,0,11,1,10,,1,,,,14/05/1993,11,MW,9,,,,FR,,,,,,,,,,TOEVMW93,1993,LOLO93G
1993215,pc,LO,LO93E,10/04/1993,N,10,0,10,0,10,,1,,,,14/05/1993,11,MW,8,,,,FR,,,,,,,,,,TOEVMW93,1993,LOLO93E
1993216,pc,LO,LO93K,10/04/1993,N,10,0,10,0,10,,1,,,,14/05/1993,11,MW,10,,,,FR,,,,,,,,,,TOEVMW93,1993,LOLO93K
1993217,pc,LO,LO93F,11/04/1993,N,9,0,9,0,9,,1,,,,14/05/1993,11,MW,8,,,,FR,,,,,,,,,,TOEVMW93,1993,LOLO93F
1993218,pc,LO,LO93N,23/04/1993,N,7,0,7,0,7,,1,,,,24/05/1993,11,MW,7,,,,FR,,,,,,,,,,TOEVMW93,1993,LOLO93N
1993219,pc,LO,LO93Q,28/05/1993,N,4,0,4,0,4,,5,,,,25/06/1993,11,MW,4,,,,FR,,,,,,,,,,TOEVMW93,1993,LOLO93Q
1993220,pc,RO,HA93I,4/04/1993,N,14,0,14,0,14,,1,,,,12/05/1993,11,MW,14,,,,FR,,,,,,,,,,TOEVMW93,1993,ROHA93I
1993221,pc,RO,HA93K,7/04/1993,N,11,0,11,0,11,,1,,,,12/05/1993,11,MW,11,,,,FR,,,,,,,,,,TOEVMW93,1993,ROHA93K
1993222,pc,RO,HA93B,7/04/1993,N,11,0,11,0,11,,1,,,,12/05/1993,11,MW,10,,,,FR,,,,,,,,,,TOEVMW93,1993,ROHA93B
1993223,pc,RO,HA93J,7/04/1993,N,11,0,11,0,11,,1,,,,12/05/1993,11,MW,11,,,,FR,,,,,,,,,,TOEVMW93,1993,ROHA93J
1993224,pc,RO,HA93A,8/04/1993,N,10,0,10,0,10,,1,,,,12/05/1993,11,MW,9,,,,FR,,,,,,,,,,TOEVMW93,1993,ROHA93A
1993225,pc,RO,HA93G,8/04/1993,N,10,0,10,0,10,,1,,,,12/05/1993,11,MW,10,,,,FR,,,,,,,,,,TOEVMW93,1993,ROHA93G
1993226,pc,RO,HA93L,8/04/1993,N,10,0,10,0,10,,1,,,,12/05/1993,11,MW,10,,,,FR,,,,,,,,,,TOEVMW93,1993,ROHA93L
1993227,pc,RO,HA93H,9/04/1993,N,9,0,9,0,9,,1,,,,12/05/1993,11,MW,9,,,,FR,,,,,,,,,,TOEVMW93,1993,ROHA93H
1993228,pc,RO,HA93F,10/04/1993,N,8,0,8,0,8,,1,,,,12/05/1993,11,MW,8,,,,FR,,,,,,,,,,TOEVMW93,1993,ROHA93F
1993229,pc,RO,HA93R,16/04/1993,N,11,0,11,0,11,,1,,,,21/05/1993,11,MW,11,,,,FR,,,,,,,,,,TOEVMW93,1993,ROHA93R
1993230,pc,TU,TU93K,27/03/1993,N,12,0,12,0,12,,1,,3848618,1+,3/05/1993,11,MW,12,,,,FR,,,,,,,,,,TOEVMW93,1993,TUTU93K
1993231,pc,TU,TU93N,5/04/1993,N,12,0,12,0,12,,1,,,,11/05/1993,11,MW,12,,,,FR,,,,,,,,,,TOEVMW93,1993,TUTU93N
1993232,pc,TU,TU93M,5/04/1993,N,12,0,12,0,12,,1,,,,11/05/1993,11,MW,12,,,,FR,,,,,,,,,,TOEVMW93,1993,TUTU93M
1993233,pc,TU,TU93L,5/04/1993,N,12,0,12,0,12,,1,,,,11/05/1993,11,MW,12,,,,FR,,,,,,,,,,TOEVMW93,1993,TUTU93L
1993234,pc,TU,TU93G,6/04/1993,N,11,0,11,0,11,,1,,,,11/05/1993,11,MW,9,,,,FR,,,,,,,,,,TOEVMW93,1993,TUTU93G
1993235,pc,TU,TU93F,6/04/1993,N,11,0,11,0,11,,1,,,,11/05/1993,11,MW,10,,,,FR,,,,,,,,,,TOEVMW93,1993,TUTU93F
1993236,pc,TU,TU93H,7/04/1993,N,10,0,10,0,10,,1,,,,11/05/1993,11,MW,9,,,,FR,,,,,,,,,,TOEVMW93,1993,TUTU93H
1993237,pc,TU,TU93O,8/04/1993,N,9,0,9,0,9,,1,,,,11/05/1993,11,MW,9,,,,FR,,,,,,,,,,TOEVMW93,1993,TUTU93O
1993238,pc,TU,TU93U,21/04/1993,N,7,0,7,0,7,,1,,,,22/05/1993,11,MW,7,,,,FR,,,,,,,,,,TOEVMW93,1993,TUTU93U
1993239,pc,VS,VS93A,27/03/1993,N,12,0,12,0,12,,1,,,,3/05/1993,11,MW,11,,,,FR,,,,,,,,,,TOEVMW93,1993,VSVS93A
1993240,pc,VS,VS93C,7/04/1993,N,10,0,10,0,10,,1,,,,11/05/1993,11,MW,10,,,,FR,,,,,,,,,,TOEVMW93,1993,VSVS93C
1993241,pc,VS,VS93E,16/04/1993,N,12,0,12,0,12,,1,,,,22/05/1993,11,MW,12,,,,FR,,,,,,,,,,TOEVMW93,1993,VSVS93E
1993242,pc,ZN,ZN93H,13/04/1993,N,10,0,10,0,10,,1,,,,17/05/1993,11,MW,9,,,,FR,,,,,,,,,,TOEVMW93,1993,ZNZN93H
1993243,pc,ZN,ZN93L,13/04/1993,N,10,0,10,0,10,,1,,,,17/05/1993,11,MW,10,,,,FR,,,,,,,,,,TOEVMW93,1993,ZNZN93L
1993244,pc,ZN,ZN93O,14/04/1993,N,9,0,9,0,9,,1,,,,17/05/1993,11,MW,9,,,,FR,,,,,,,,,,TOEVMW93,1993,ZNZN93O
1993245,pc,ZN,ZN93N,14/04/1993,N,9,0,9,0,9,,1,,,,17/05/1993,11,MW,9,,,,FR,,,,,,,,,,TOEVMW93,1993,ZNZN93N
1993246,pc,ZN,ZN93K,15/04/1993,N,8,0,8,0,8,,1,,,,17/05/1993,11,MW,8,,,,FR,,,,,,,,,,TOEVMW93,1993,ZNZN93K
1993247,pc,ZN,ZN93J,15/04/1993,N,8,0,8,0,8,,1,,,,17/05/1993,11,MW,8,,,,FR,,,,,,,,,,TOEVMW93,1993,ZNZN93J
1993248,pc,ZN,ZN93M,16/04/1993,N,7,0,7,0,7,,1,,,,17/05/1993,11,MW,7,,,,FR,,,,,,,,,,TOEVMW93,1993,ZNZN93M
1993249,pc,ZZ,ZZ93M,4/04/1993,N,12,0,12,0,12,,1,,,,10/05/1993,11,MW,10,,,,FR,,,,,,,,,,TOEVMW93,1993,ZZZZ93M
1993250,pc,ZZ,ZZ93X,4/04/1993,N,12,0,12,0,12,,1,,,,10/05/1993,11,MW,12,,,,FR,,,,,,,,,,TOEVMW93,1993,ZZZZ93X
1993251,pc,ZZ,ZZ93BB,5/04/1993,N,11,0,11,0,11,,1,,,,10/05/1993,11,MW,11,,,,FR,,,,,,,,,,TOEVMW93,1993,ZZZZ93BB
1993252,pc,ZZ,ZZ93L,5/04/1993,N,11,0,11,0,11,,1,,,,10/05/1993,11,MW,9,,,,FR,,,,,,,,,,TOEVMW93,1993,ZZZZ93L
1993253,pc,ZZ,ZZ93W,5/04/1993,N,11,0,11,0,11,,1,,,,10/05/1993,11,MW,11,,,,FR,,,,,,,,,,TOEVMW93,1993,ZZZZ93W
1993254,pc,ZZ,ZZ93Z,6/04/1993,N,10,0,10,0,10,,1,,,,10/05/1993,11,MW,10,,,,FR,,,,,,,,,,TOEVMW93,1993,ZZZZ93Z
1993255,pc,ZZ,ZZ93K,6/04/1993,N,10,0,10,0,10,,1,,,,10/05/1993,11,MW,9,,,,FR,,,,,,,,,,TOEVMW93,1993,ZZZZ93K
1993256,pc,ZZ,ZZ93Y,6/04/1993,N,10,0,10,0,10,,1,,,,10/05/1993,11,MW,10,,,,FR,,,,,,,,,,TOEVMW93,1993,ZZZZ93Y
1993257,pc,ZZ,ZZ93DD,6/04/1993,N,10,0,10,0,10,,1,,,,10/05/1993,11,MW,10,,,,FR,,,,,,,,,,TOEVMW93,1993,ZZZZ93DD
1993258,pc,ZZ,ZZ93I,7/04/1993,N,9,0,9,0,9,,1,,,,10/05/1993,11,MW,8,,,,FR,,,,,,,,,,TOEVMW93,1993,ZZZZ93I
1993259,pc,ZZ,ZZ93H,8/04/1993,N,8,0,8,0,8,,1,,,,10/05/1993,11,MW,6,,,,FR,,,,,,,,,,TOEVMW93,1993,ZZZZ93H
1993260,pc,ZZ,ZZ93N,8/04/1993,N,8,0,8,0,8,,1,,,,10/05/1993,11,MW,7,,,,FR,,,,,,,,,,TOEVMW93,1993,ZZZZ93N
1993261,pc,ZZ,ZZ93J,8/04/1993,N,8,0,8,0,8,,1,,,,10/05/1993,11,MW,7,,,,FR,,,,,,,,,,TOEVMW93,1993,ZZZZ93J
