GBPL,YEARFIRST,YEARLAST,X,Y,PL,GB,SA,TYPE,Y_deg,X_deg
ZZ50,1993,,161429,203550,50,ZZ,FR,pc,51.14188294,4.532067017
ZZ51,1993,,161434,203527,51,ZZ,FR,pm,51.1416761,4.532137737
ZZ52,1993,,161416,203510,52,ZZ,FR,pm,51.14152365,4.53188
ZZ53,1993,,161416,203465,53,ZZ,FR,pc,51.14111916,4.531878582
ZZ54,1993,,161448,203492,54,ZZ,FR,pm,51.14136122,4.532336677
ZZ55,1993,,161458,203518,55,ZZ,FR,pc,51.14159472,4.532480387
ZZ56,1993,,161513,203539,56,ZZ,FR,pm,51.14178239,4.533266946
ZZ57,1993,,161489,203512,57,ZZ,FR,pm,51.14154018,4.532923154
ZZ58,1993,,161476,203480,58,ZZ,FR,pc,51.1412528,4.532736385
ZZ59,1993,,161440,203451,59,ZZ,FR,pm,51.14099284,4.532221071
ZZ6,1993,,161676,203437,6,ZZ,FR,pm,51.14086227,4.535592766
ZZ60,1993,,161491,203432,60,ZZ,FR,pm,51.14082105,4.532949195
ZZ61,1993,,161517,203430,61,ZZ,FR,pm,51.14080255,4.533320638
ZZ62,1993,,161520,203478,62,ZZ,FR,pc,51.14123394,4.53336503
ZZ63,1993,,161527,203505,63,ZZ,FR,pm,51.1414765,4.533465911
ZZ64,1993,,161537,203530,64,ZZ,FR,pm,51.14170101,4.533609596
ZZ65,1993,,161557,203527,65,ZZ,FR,pc,51.14167364,4.533895279
ZZ66,1993,,161572,203519,66,ZZ,FR,pm,51.14160143,4.534109358
ZZ67,1993,,161573,203492,67,ZZ,FR,pm,51.14135872,4.534122785
ZZ68,1993,,161566,203467,68,ZZ,FR,pc,51.14113415,4.534021965
ZZ69,1993,,161557,203441,69,ZZ,FR,pm,51.14090062,4.533892537
ZZ7,1993,,161673,203413,7,ZZ,FR,pm,51.1406466,4.535549127
ZZ70,1993,,161557,203417,70,ZZ,FR,pc,51.1406849,4.533891772
ZZ71,1993,,161588,203418,71,ZZ,FR,pm,51.14069326,4.534334752
ZZ72,1993,,161620,203426,72,ZZ,FR,pm,51.14076453,4.534792246
ZZ73,1993,,161650,203444,73,ZZ,FR,pm,51.14092572,4.535221485
ZZ74,1993,,161658,203480,74,ZZ,FR,pc,51.14124915,4.535336953
ZZ75,1993,,161612,203499,75,ZZ,FR,pm,51.14142086,4.534680275
ZZ76,1993,,161585,203512,76,ZZ,FR,pm,51.14153825,4.534294891
ZZ77,1993,,161586,203536,77,ZZ,FR,pc,51.14175396,4.534309947
ZZ78,1993,,161593,203572,78,ZZ,FR,pm,51.14207741,4.534411122
ZZ79,1993,,161568,203577,79,ZZ,FR,pm,51.14212285,4.534054054
ZZ8,1993,,161683,203382,8,ZZ,FR,pc,51.14036776,4.535691015
ZZ80,1993,,161553,203557,80,ZZ,FR,pc,51.14194338,4.53383908
ZZ80BIS,,,161553,203557,80BIS,ZZ,FR,,,
ZZ81,1993,,161513,203566,81,ZZ,FR,pm,51.14202508,4.533267804
ZZ82,1993,,161519,203584,82,ZZ,FR,pm,51.14218676,4.533354111
ZZ83,1993,,161512,203602,83,ZZ,FR,pc,51.14234869,4.533254659
ZZ84,1993,,161485,203606,84,ZZ,FR,pm,51.14238518,4.532868978
ZZ85,1993,,161454,203610,85,ZZ,FR,pm,51.14242176,4.532426139
ZZ86,1993,,161471,203594,86,ZZ,FR,pc,51.1422776,4.532668549
ZZ87,1993,,161463,203579,87,ZZ,FR,pm,51.14214293,4.532553762
ZZ88,1993,,161468,203551,88,ZZ,FR,pm,51.14189115,4.532624321
ZZ89,1993,,161409,203592,89,ZZ,FR,pc,51.14226085,4.531782559
ZZ9,1993,,161660,203364,9,ZZ,FR,pm,51.14020643,4.535361798
ZZ90,1993,,161397,203617,90,ZZ,FR,pm,51.14248581,4.531611876
ZZ91,1993,,161420,203629,91,ZZ,FR,pm,51.14259321,4.531940906
ZZ92,1993,,161447,203626,92,ZZ,FR,pc,51.14256571,4.532326621
ZZ93,1993,,161537,203586,93,ZZ,FR,pm,51.14220437,4.533611378
ZZ94,1993,,161613,203556,94,ZZ,FR,pm,51.14193319,4.534696391
ZZ95,1993,,161636,203542,95,ZZ,FR,pc,51.14180688,4.535024589
ZZ96,1993,,161652,203520,96,ZZ,FR,pm,51.14160881,4.535252506
ZZCB5,,,161499.806,203515.244,CB5,ZZ,FR,cb,51.14161717,4.533066316
ZZF1,,,161674.1607,203533.1204,F1,ZZ,FR,,,
ZZF2,,,161434.989,203472.1993,F2,ZZ,FR,,,
